"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","68545-3","Erythrocytes.nucleated/Leukocytes","Ratio","Pt","Synv fld","Qn","","HEM/BC"
"BEFORE","685-8","Mycoplasma sp.respiratory identified","Prid","Pt","Thrt","Nom","Organism specific culture","MICRO"
"CHANGED","685-8","Mycoplasma sp.respiratory","Prid","Pt","Thrt","Nom","Organism specific culture","MICRO"
"BEFORE","686-6","Mycoplasma sp.respiratory identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","686-6","Mycoplasma sp.respiratory","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","68915-8","Spermatozoa.progressive/100 spermatozoa^post concentration","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","68915-8","Spermatozoa.progressive/Spermatozoa^post concentration","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","68971-1","Color","Type","Pt","Vitr fld","Nom","","SPEC"
"CHANGED","68971-1","Observation","Color","Pt","Vitr fld","Nom","","SPEC"
"BEFORE","69003-2","Mononuclear cells.atypical/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","69003-2","Mononuclear cells.atypical/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","69004-0","Granulocytes.immature/100 leukocytes","NFr","Pt","Body fld","Qn","","HEM/BC"
"CHANGED","69004-0","Granulocytes.immature/Leukocytes","NFr","Pt","Body fld","Qn","","HEM/BC"
"BEFORE","69005-7","Malignant cells/100 cells","NFr","Pt","Body fld","Qn","","HEM/BC"
"CHANGED","69005-7","Malignant cells/Cells","NFr","Pt","Body fld","Qn","","HEM/BC"
"BEFORE","69006-5","Granulocytes.immature/100 leukocytes","NFr","Pt","CSF","Qn","","HEM/BC"
"CHANGED","69006-5","Granulocytes.immature/Leukocytes","NFr","Pt","CSF","Qn","","HEM/BC"
"BEFORE","69017-2","Granulocytes.immature/100 leukocytes","NFr","Pt","Synv fld","Qn","","HEM/BC"
"CHANGED","69017-2","Granulocytes.immature/Leukocytes","NFr","Pt","Synv fld","Qn","","HEM/BC"
"BEFORE","69369-7","Blood group antibody screen","PrThr","Pt","BldCo","Ord","","BLDBK"
"CHANGED","69369-7","Blood group antibody","PrThr","Pt","BldCo","Ord","Blood group antibody screen","BLDBK"
"BEFORE","69405-9","Glomerular filtration rate/1.73 sq M.predicted","ArVRat","Pt","Ser/Plas/Bld","Qn","","CHEM"
"CHANGED","69405-9","Glomerular filtration rate","ArVRat","Pt","Ser/Plas/Bld","Qn","based on 1.73 sq M","CHEM"
"BEFORE","69910-8","Basophils+Mast cells/100 leukocytes","NFr","Pt","Body fld","Qn","","HEM/BC"
"CHANGED","69910-8","Basophils+Mast cells/Leukocytes","NFr","Pt","Body fld","Qn","","HEM/BC"
"BEFORE","69913-2","Basophils+Mast cells/100 leukocytes","NFr","Pt","CSF","Qn","","HEM/BC"
"CHANGED","69913-2","Basophils+Mast cells/Leukocytes","NFr","Pt","CSF","Qn","","HEM/BC"
"BEFORE","69916-5","Basophils+Mast cells/100 leukocytes","NFr","Pt","Synv fld","Qn","","HEM/BC"
"CHANGED","69916-5","Basophils+Mast cells/Leukocytes","NFr","Pt","Synv fld","Qn","","HEM/BC"
"BEFORE","70028-6","Megakaryocytic nuclei/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","70028-6","Megakaryocytic nuclei/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","70033-6","Ragocytes/100 leukocytes","NFr","Pt","Synv fld","Qn","Manual count","HEM/BC"
"CHANGED","70033-6","Ragocytes/Leukocytes","NFr","Pt","Synv fld","Qn","Manual count","HEM/BC"
"BEFORE","70034-4","Lipophages/100 leukocytes","NFr","Pt","CSF","Qn","Manual count","HEM/BC"
"CHANGED","70034-4","Lipophages/Leukocytes","NFr","Pt","CSF","Qn","Manual count","HEM/BC"
"BEFORE","70035-1","Siderophages/100 leukocytes","NFr","Pt","CSF","Qn","Manual count","HEM/BC"
"CHANGED","70035-1","Siderophages/Leukocytes","NFr","Pt","CSF","Qn","Manual count","HEM/BC"
"BEFORE","70036-9","Polymorphonuclear cells/100 leukocytes","NFr","Pt","Pericard fld","Qn","Automated count","HEM/BC"
"CHANGED","70036-9","Granulocytes/Leukocytes","NFr","Pt","Pericard fld","Qn","Automated count","HEM/BC"
"BEFORE","70037-7","Mononuclear cells/100 leukocytes","NFr","Pt","Pericard fld","Qn","Automated count","HEM/BC"
"CHANGED","70037-7","Mononuclear cells/Leukocytes","NFr","Pt","Pericard fld","Qn","Automated count","HEM/BC"
"BEFORE","70038-5","Mononuclear cells/100 leukocytes","NFr","Pt","Periton fld","Qn","Automated count","HEM/BC"
"CHANGED","70038-5","Mononuclear cells/Leukocytes","NFr","Pt","Periton fld","Qn","Automated count","HEM/BC"
"BEFORE","70039-3","Polymorphonuclear cells/100 leukocytes","NFr","Pt","Periton fld","Qn","Automated count","HEM/BC"
"CHANGED","70039-3","Granulocytes/Leukocytes","NFr","Pt","Periton fld","Qn","Automated count","HEM/BC"
"BEFORE","70040-1","Polymorphonuclear cells/100 leukocytes","NFr","Pt","Synv fld","Qn","Automated count","HEM/BC"
"CHANGED","70040-1","Granulocytes/Leukocytes","NFr","Pt","Synv fld","Qn","Automated count","HEM/BC"
"BEFORE","70042-7","Mononuclear cells/100 leukocytes","NFr","Pt","Synv fld","Qn","Automated count","HEM/BC"
"CHANGED","70042-7","Mononuclear cells/Leukocytes","NFr","Pt","Synv fld","Qn","Automated count","HEM/BC"
"BEFORE","70044-3","Polymorphonuclear cells","NCnc","Pt","Plr fld","Qn","Automated count","HEM/BC"
"CHANGED","70044-3","Granulocytes","NCnc","Pt","Plr fld","Qn","Automated count","HEM/BC"
"BEFORE","70045-0","Polymorphonuclear cells","NCnc","Pt","Pericard fld","Qn","Automated count","HEM/BC"
"CHANGED","70045-0","Granulocytes","NCnc","Pt","Pericard fld","Qn","Automated count","HEM/BC"
"BEFORE","70048-4","Polymorphonuclear cells","NCnc","Pt","Periton fld","Qn","Automated count","HEM/BC"
"CHANGED","70048-4","Granulocytes","NCnc","Pt","Periton fld","Qn","Automated count","HEM/BC"
"BEFORE","70049-2","Polymorphonuclear cells","NCnc","Pt","Synv fld","Qn","Automated count","HEM/BC"
"CHANGED","70049-2","Granulocytes","NCnc","Pt","Synv fld","Qn","Automated count","HEM/BC"
"BEFORE","700-5","Pneumocystis jiroveci Ag","PrThr","Pt","XXX","Ord","IF","MICRO"
"CHANGED","700-5","Pneumocystis jirovecii Ag","PrThr","Pt","XXX","Ord","IF","MICRO"
"BEFORE","70066-6","Mononuclear cells/100 leukocytes","NFr","Pt","Plr fld","Qn","Automated count","HEM/BC"
"CHANGED","70066-6","Mononuclear cells/Leukocytes","NFr","Pt","Plr fld","Qn","Automated count","HEM/BC"
"BEFORE","70067-4","Polymorphonuclear cells/100 leukocytes","NFr","Pt","Plr fld","Qn","Automated count","HEM/BC"
"CHANGED","70067-4","Granulocytes/Leukocytes","NFr","Pt","Plr fld","Qn","Automated count","HEM/BC"
"BEFORE","701-3","Yersinia sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","701-3","Yersinia sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","70168-0","Hematocrit","VFr","Pt","Synv fld","Qn","","HEM/BC"
"CHANGED","70168-0","Erythrocyte/Specimen Volume","VFr","Pt","Synv fld","Qn","Calculated","HEM/BC"
"BEFORE","70169-8","Hematocrit","VFr","Pt","Plr fld","Qn","","HEM/BC"
"CHANGED","70169-8","Erythrocyte/Specimen Volume","VFr","Pt","Plr fld","Qn","Calculated","HEM/BC"
"BEFORE","70170-6","Erythrocytes.nucleated/100 cells","NFr","Pt","Plr fld","Qn","","HEM/BC"
"CHANGED","70170-6","Erythrocytes.nucleated/Cells","NFr","Pt","Plr fld","Qn","","HEM/BC"
"BEFORE","70171-4","Erythrocytes.nucleated/100 cells","NFr","Pt","Periton fld","Qn","","HEM/BC"
"CHANGED","70171-4","Erythrocytes.nucleated/Cells","NFr","Pt","Periton fld","Qn","","HEM/BC"
"BEFORE","706-2","Basophils/100 leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"CHANGED","706-2","Basophils/Leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"BEFORE","707-0","Basophils/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","707-0","Basophils/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","70866-9","Rabies virus strain identified","Prid","Pt","XXX","Nom","IF","MICRO"
"CHANGED","70866-9","Rabies virus strain","Prid","Pt","XXX","Nom","IF","MICRO"
"BEFORE","70867-7","Rabies virus strain identified","Prid","Pt","XXX","Nom","Sequencing","MICRO"
"CHANGED","70867-7","Rabies virus strain","Prid","Pt","XXX","Nom","Sequencing","MICRO"
"BEFORE","709-6","Blasts/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","709-6","Blasts/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","70969-1","Glomerular filtration rate/1.73 sq M.predicted.male","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (MDRD)","CHEM"
"CHANGED","70969-1","Glomerular filtration rate","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (MDRD)/1.73 sq M among male population","CHEM"
"BEFORE","713-8","Eosinophils/100 leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"CHANGED","713-8","Eosinophils/Leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"BEFORE","71427-9","Fibrin D-dimer FEU","MCnc","Pt","Bld","Qn","IA","COAG"
"CHANGED","71427-9","Fibrin D-dimer","MCnc","Pt","Bld","Qn","IA.rapid","COAG"
"BEFORE","714-6","Eosinophils/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","714-6","Eosinophils/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","71608-4","Polymorphonuclear cells/leukocytes","NFr.DF","Pt","Plr fld","Qn","Manual count","HEM/BC"
"CHANGED","71608-4","Granulocytes/leukocytes","NFr.DF","Pt","Plr fld","Qn","Manual count","HEM/BC"
"BEFORE","71617-5","Polymorphonuclear cells/leukocytes","NFr.DF","Pt","Synv fld","Qn","Manual count","HEM/BC"
"CHANGED","71617-5","Granulocytes/leukocytes","NFr.DF","Pt","Synv fld","Qn","Manual count","HEM/BC"
"BEFORE","71627-4","Polymorphonuclear cells/leukocytes","NFr.DF","Pt","Periton fld","Qn","Manual count","HEM/BC"
"CHANGED","71627-4","Granulocytes/leukocytes","NFr.DF","Pt","Periton fld","Qn","Manual count","HEM/BC"
"BEFORE","71693-6","Platelets.reticulated/100 platelets","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"CHANGED","71693-6","Platelets.reticulated/Platelets","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"BEFORE","71695-1","Granulocytes.immature/100 leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"CHANGED","71695-1","Granulocytes.immature/Leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"BEFORE","71696-9","Polymorphonuclear cells/100 leukocytes","NFr","Pt","Body fld","Qn","Automated count","HEM/BC"
"CHANGED","71696-9","Granulocytes/Leukocytes","NFr","Pt","Body fld","Qn","Automated count","HEM/BC"
"BEFORE","71697-7","Mononuclear cells/100 leukocytes","NFr","Pt","Body fld","Qn","Automated count","HEM/BC"
"CHANGED","71697-7","Mononuclear cells/Leukocytes","NFr","Pt","Body fld","Qn","Automated count","HEM/BC"
"BEFORE","71698-5","Polymorphonuclear cells","NCnc","Pt","Body fld","Qn","Automated count","HEM/BC"
"CHANGED","71698-5","Granulocytes","NCnc","Pt","Body fld","Qn","Automated count","HEM/BC"
"BEFORE","71760-3","Rotavirus identified","Prid","Pt","Stool","Nom","Sequencing","MICRO"
"CHANGED","71760-3","Rotavirus","Prid","Pt","Stool","Nom","Sequencing","MICRO"
"BEFORE","71761-1","Rotavirus identified","Prid","Pt","Isolate","Nom","Sequencing","MICRO"
"CHANGED","71761-1","Rotavirus","Prid","Pt","Isolate","Nom","Sequencing","MICRO"
"BEFORE","71828-8","Hematocrit","VFr.DF","Pt","Body fld","Qn","","HEM/BC"
"CHANGED","71828-8","Erythrocyte/Specimen Volume","VFr.DF","Pt","Body fld","Qn","Calculated","HEM/BC"
"BEFORE","71829-6","Hematocrit","VFr.DF","Pt","BldV","Qn","","HEM/BC"
"CHANGED","71829-6","Erythrocyte/Specimen Volume","VFr.DF","Pt","BldV","Qn","Calculated","HEM/BC"
"BEFORE","71830-4","Hematocrit","VFr.DF","Pt","BldMV","Qn","","HEM/BC"
"CHANGED","71830-4","Erythrocyte/Specimen Volume","VFr.DF","Pt","BldMV","Qn","Calculated","HEM/BC"
"BEFORE","71831-2","Hematocrit","VFr.DF","Pt","BldC","Qn","","HEM/BC"
"CHANGED","71831-2","Erythrocyte/Specimen Volume","VFr.DF","Pt","BldC","Qn","Calculated","HEM/BC"
"BEFORE","71832-0","Hematocrit","VFr.DF","Pt","BldA","Qn","","HEM/BC"
"CHANGED","71832-0","Erythrocyte/Specimen Volume","VFr.DF","Pt","BldA","Qn","Calculated","HEM/BC"
"BEFORE","71833-8","Hematocrit","VFr.DF","Pt","Bld","Qn","Automated count","HEM/BC"
"CHANGED","71833-8","Erythrocyte/Blood","VFr.DF","Pt","Bld","Qn","Automated count","HEM/BC"
"BEFORE","72329-6","Anucleated bodies/100 round cells","NFr","Pt","Semen","Qn","Manual count","FERT"
"CHANGED","72329-6","Anucleated bodies/Round cells","NFr","Pt","Semen","Qn","Manual count","FERT"
"BEFORE","72330-4","Nucleated cells/100 round cells","NFr","Pt","Semen","Qn","Manual count","HEM/BC"
"CHANGED","72330-4","Nucleated cells/Round cells","NFr","Pt","Semen","Qn","Manual count","HEM/BC"
"BEFORE","72331-2","Anucleated bodies/100 round cells","NFr","Pt","Prostatic fld","Qn","Manual count","FERT"
"CHANGED","72331-2","Anucleated bodies/Round cells","NFr","Pt","Prostatic fld","Qn","Manual count","FERT"
"BEFORE","72332-0","Nucleated cells/100 round cells","NFr","Pt","Prostatic fld","Qn","Manual count","HEM/BC"
"CHANGED","72332-0","Nucleated cells/Round cells","NFr","Pt","Prostatic fld","Qn","Manual count","HEM/BC"
"BEFORE","72342-9","Neutrophils/100 round cells","NFr","Pt","Semen","Qn","Manual count","HEM/BC"
"CHANGED","72342-9","Neutrophils/Round cells","NFr","Pt","Semen","Qn","Manual count","HEM/BC"
"BEFORE","72343-7","Monocytes/100 round cells","NFr","Pt","Semen","Qn","Manual count","HEM/BC"
"CHANGED","72343-7","Monocytes/Round cells","NFr","Pt","Semen","Qn","Manual count","HEM/BC"
"BEFORE","72344-5","Monocytes/100 round cells","NFr","Pt","Prostatic fld","Qn","Manual count","HEM/BC"
"CHANGED","72344-5","Monocytes/Round cells","NFr","Pt","Prostatic fld","Qn","Manual count","HEM/BC"
"BEFORE","72345-2","Neutrophils/100 round cells","NFr","Pt","Prostatic fld","Qn","Manual count","HEM/BC"
"CHANGED","72345-2","Neutrophils/Round cells","NFr","Pt","Prostatic fld","Qn","Manual count","HEM/BC"
"BEFORE","72364-3","Lymphocytes/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","72364-3","Lymphocytes/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","72373-4","Virus identified","Prid","Pt","Nph","Nom","Culture","MICRO"
"CHANGED","72373-4","Virus","Prid","Pt","Nph","Nom","Culture","MICRO"
"BEFORE","72374-2","Virus identified","Prid","Pt","Lung tiss","Nom","Culture","MICRO"
"CHANGED","72374-2","Virus","Prid","Pt","Lung tiss","Nom","Culture","MICRO"
"BEFORE","730-2","Leukocytes other/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","730-2","Leukocytes other/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","735-1","Lymphocytes.variant/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","735-1","Lymphocytes.variant/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","73576-1","Anion gap 4","SCnc","Pt","BldCoV","Qn","","CHEM"
"CHANGED","73576-1","Anion gap","SCnc","Pt","BldCoV","Qn","Calculated.4Ions","CHEM"
"BEFORE","73577-9","Anion gap 4","SCnc","Pt","BldCoA","Qn","","CHEM"
"CHANGED","73577-9","Anion gap","SCnc","Pt","BldCoA","Qn","Calculated.4Ions","CHEM"
"BEFORE","73578-7","Anion gap 4","SCnc","Pt","BldV","Qn","","CHEM"
"CHANGED","73578-7","Anion gap","SCnc","Pt","BldV","Qn","Calculated.4Ions","CHEM"
"BEFORE","73579-5","Anion gap 4","SCnc","Pt","BldMV","Qn","","CHEM"
"CHANGED","73579-5","Anion gap","SCnc","Pt","BldMV","Qn","Calculated.4Ions","CHEM"
"BEFORE","73580-3","Anion gap 4","SCnc","Pt","BldC","Qn","","CHEM"
"CHANGED","73580-3","Anion gap","SCnc","Pt","BldC","Qn","Calculated.4Ions","CHEM"
"BEFORE","73581-1","Anion gap 4","SCnc","Pt","BldA","Qn","","CHEM"
"CHANGED","73581-1","Anion gap","SCnc","Pt","BldA","Qn","Calculated.4Ions","CHEM"
"BEFORE","73582-9","Anion gap 4","SCnc","Pt","Bld","Qn","","CHEM"
"CHANGED","73582-9","Anion gap","SCnc","Pt","Bld","Qn","Calculated.4Ions","CHEM"
"BEFORE","736-9","Lymphocytes/100 leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"CHANGED","736-9","Lymphocytes/Leukocytes","NFr","Pt","Bld","Qn","Automated count","HEM/BC"
"BEFORE","737-7","Lymphocytes/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","737-7","Lymphocytes/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","73810-4","Cells.CD3-CD16+CD56+HLA-DR+/100 cells.CD3-CD16+CD56+","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"CHANGED","73810-4","Cells.CD3-CD16+CD56+HLA-DR+/Cells.CD3-CD16+CD56+","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"BEFORE","73834-4","Bacteria.carbapenem resistant identified","Prid","Pt","Anal","Nom","Organism specific culture","MICRO"
"CHANGED","73834-4","Bacteria.carbapenem resistant","Prid","Pt","Anal","Nom","Organism specific culture","MICRO"
"BEFORE","73836-9","Bacteria.fluoroquinolone resistant identified","Prid","Pt","Anal","Nom","Organism specific culture","MICRO"
"CHANGED","73836-9","Bacteria.fluoroquinolone resistant","Prid","Pt","Anal","Nom","Organism specific culture","MICRO"
"BEFORE","73898-9","Cells.CD8-CD57+/100 lymphocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"CHANGED","73898-9","Cells.CD8-CD57+/Lymphocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"BEFORE","73900-3","Cells.CD3-CD8-CD57+/100 leukocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"CHANGED","73900-3","Cells.CD3-CD8-CD57+/Leukocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"BEFORE","73901-1","Cells.CD3-CD8-CD57+/100 lymphocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"CHANGED","73901-1","Cells.CD3-CD8-CD57+/Lymphocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"BEFORE","73903-7","Cells.CD3-CD57+/100 leukocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"CHANGED","73903-7","Cells.CD3-CD57+/Leukocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"BEFORE","73904-5","Cells.CD3-CD57+/100 lymphocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"CHANGED","73904-5","Cells.CD3-CD57+/Lymphocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"BEFORE","73974-8","Cells.CD158e/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","73974-8","Cells.CD158e/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","73975-5","Cells.CD158a/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","73975-5","Cells.CD158a/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","73976-3","Cells.CD158b/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","73976-3","Cells.CD158b/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","740-1","Metamyelocytes/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","740-1","Metamyelocytes/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","74031-6","Arbovirus identified","Prid","Pt","Ser","Nom","IF","MICRO"
"CHANGED","74031-6","Arbovirus","Prid","Pt","Ser","Nom","IF","MICRO"
"BEFORE","74141-3","Granulocytes/100 leukocytes","NFr","Pt","Dial fld prt","Qn","","HEM/BC"
"CHANGED","74141-3","Granulocytes/Leukocytes","NFr","Pt","Dial fld prt","Qn","","HEM/BC"
"BEFORE","74143-9","Granulocytes/100 leukocytes","NFr","Pt","Body fld","Qn","","HEM/BC"
"CHANGED","74143-9","Granulocytes/Leukocytes","NFr","Pt","Body fld","Qn","","HEM/BC"
"BEFORE","74236-1","Unidentified cells/100 leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"CHANGED","74236-1","Unidentified cells/Leukocytes","NFr","Pt","Pericard fld","Qn","Manual count","HEM/BC"
"BEFORE","74354-2","Epithelial cells/100 leukocytes","NFr","Pt","Sputum","Qn","","HEM/BC"
"CHANGED","74354-2","Epithelial cells/Leukocytes","NFr","Pt","Sputum","Qn","","HEM/BC"
