"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"7904-6","","","","","","","","","","HAV-RNA PCR ql.","HAV-RNA PCR qualitativ"
"82298-1","","","","","","","","","","Yersinia enterocolitica ql. Kultur /SM","Yersinia enterocolitica ql. Kultur /SM"
"29246-6","","","","","","","","","","Laktat /SM","Laktat /Sondermaterial"
"29907-3","","","","","","","","","","Haemophilus influenzae B DNA ql. /SM PCR","Haemophilus influenzae B DNA ql/Sondermaterial PCR"
"29652-5","","","","","","","","","","Dothiepin","Dothiepin"
"2924-9","","","","","","","","","","Vitamin B2","Vitamin B2"
"29723-4","","","","","","","","","","Bordetella parapertussis DNA ql. /SM PCR","Bordetella parapertussis DNA ql/Sondermaterial PCR"
"14673-8","","","","","","","","","","Koproporphyrin III /U","Koproporphyrin III /Urin"
"14798-3","","","","","","","","","","Eisen","Eisen"
"14788-4","","","","","","","","","","Helminthen/Arthropoden Kultur /SM","Helminthen/Arthropoden Kultur /Sondermaterial"
"14665-4","","","","","","","","","","Kupfer","Kupfer"
"14669-6","","","","","","","","","","Koproporphyrin I /U","Koproporphyrin I /Urin"
"29885-1","","","","","","","","","","Actinobacillus spp. Kultur /SM","Actinobacillus spp. Kultur /Sondermaterial"
"30079-8","","","","","","","","","","Zylinder tubulär, renal /U","Zylinder tubulär, renal /Urin"
"38353-9","","","","","","","","","","Streptococcus spp. Kultur /SM","Streptococcus spp. Kultur /Sondermaterial"
"38382-8","","","","","","","","","","Influenza Virus B ql. Kultur /SM","Influenza Virus B ql. Kultur /Sondermaterial"
"39782-8","","","","","","","","","","Delta-Amino-Lävulinsäure/Kreatinin-Ratio /U","Delta-Amino-Lävulinsäure/Kreatinin-Ratio /Urin"
"40457-4","","","","","","","","","","Prothrombin-Antikörper","Prothrombin-Antikörper"
"41012-6","","","","","","","","","","RSV-AK IgG ql.","RSV-Antikörper IgG qualitativ"
"40684-3","","","","","","","","","","Acinetobacter multiresistent spp. Kultur /SM","Acinetobacter multiresistent spp. Kultur /SM"
"40945-8","","","","","","","","","","Yersinia enterocolitica AK IgA ql.","Yersinia enterocolitica Antikörper IgA qualitativ"
"5684-6","","","","","","","","","","Mangan /U","Mangan /Urin"
"72665-3","","","","","","","","","","trans,trans-Muconsäure /U","trans,trans-Muconsäure /Urin"
"81993-8","","","","","","","","","","IgE f425 Haselnusskomponente, LTP (rCor a8) RAST","Haselnuss rCor a 8 IgE RAST"
"82183-5","","","","","","","","","","Haemophilus influenzae /Liquor PCR","Haemophilus influenzae /Liquor PCR"
"42578-5","","","","","","","","","","Artefakt /US","Artefakt /Urinsediment"
"42805-2","","","","","","","","","","Pilze mikr. /SM","Pilze mikr. /Sondermaterial"
"5766-1","","","","","","","","","","Ammoniumuratkristalle /US","Ammoniumuratkristalle /Urinsediment"
"57769-2","","","","","","","","","","Salmonella typhi O Vi AK ql.","Salmonella typhi O Vi Antikörper qualitativ"
"567-8","","","","","","","","","","Diphtheria spp. Kultur /SM","Diphtheria spp. Kultur /Sondermaterial"
"5782-8","","","","","","","","","","Kristalltyp /US","Kristalltyp /Urinsediment"
"5771-1","","","","","","","","","","Bilirubinkristalle /US","Bilirubinkristalle /Urinsediment"
"68903-4","","","","","","","","","","Erythrozyten (Sammelurin) /US","Erythrozyten (Sammelurin) /Urinsediment"
"68912-5","","","","","","","","","","Erythrozyten in 24 Stunden /US","Erythrozyten in 24 Stunden /Urinsediment"
"687-4","","","","","","","","","","Mycoplasma/Ureaplasma spp. Kultur /SM","Mycoplasma/Ureaplasma spp. Kultur /Sondermaterial"
"82393-0","","","","","","","","","","Fibrillarin","Fibrillarin"
"82442-5","","","","","","","","","","SAE-2 AK ql.","SAE-2 Antikörper qualitativ"
"80829-5","","","","","","","","","","Pepsin ql. /SM","Pepsin qualitativ /Sondermaterial"
"9622-2","","","","","","","","","","Vitamin K1","Vitamin K1"
"9782-4","","","","","","","","","","Adenovirus spp. Kultur /SM","Adenovirus spp. Kultur /Sondermaterial"
"71356-0","","","","","","","","","","TPMT Genotypisierung","TPMT Genotypisierung"
"71833-8","","","","","","","","","","Hämatokrit (Volumenfraktion)","Hämatokrit (Volumenfraktion)"
"59202-2","","","","","","","","","","Deoxyinosin/Kreatinin-Ratio /U","Deoxyinosin/Kreatinin-Ratio /Urin"
"59193-3","","","","","","","","","","Deoxyuridin/Kreatinin-Ratio /U","Deoxyuridin/Kreatinin-Ratio /Urin"
"73579-5","","","","","","","","","","Anionenlücke 4P gev.","Anionenlücke (4 Parameter) gemischt venös"
"76085-0","","","","","","","","","","Parainfluenzavirus(Typ 2)-RNA ql. /NP PCR","Parainfluenzavirus(Typ 2)-RNA ql. /NP PCR"
"76086-8","","","","","","","","","","Parainfluenzavirus(Typ 3)-RNA ql. /NP PCR","Parainfluenzavirus(Typ 3)-RNA ql. /NP PCR"
"77026-3","","","","","","","","","","Influenza-A-H1-RNA ql. /NP PCR","Influenza-A-H1-RNA ql. /NP PCR"
"77027-1","","","","","","","","","","Influenza-A-H3-RNA ql. /NP PCR","Influenza-A-H3-RNA ql. /NP PCR"
"77028-9","","","","","","","","","","Influenza-A-H1-RNA 2009 ql. /NP PCR","Influenza-A-H1-RNA 2009 ql. /NP PCR"
"75499-4","","","","","","","","","","Hotline-Triage (Telefonkontakt)","Hotline-Triage (Telefonkontakt)"
"76084-3","","","","","","","","","","Parainfluenzavirus(Typ 1)-RNA ql. /NP PCR","Parainfluenzavirus(Typ 1)-RNA ql. /NP PCR"
"76087-6","","","","","","","","","","Parainfluenzavirus(Typ 4)-RNA ql. /NP PCR","Parainfluenzavirus(Typ 4)-RNA ql. /NP PCR"
"77024-8","","","","","","","","","","Metapneumovirus-RNA ql. /NP PCR","Metapneumovirus-RNA ql. /NP PCR"
"72493-0","","","","","","","","","","CMV DNA PCR","CMV DNA PCR"
"80600-0","","","","","","","","","","Bordetella pertussis Toxin Prom. Reg. ql. /NP PCR","Bordetella pertussis Toxin Prom. Reg. ql. /NP PCR"
"8061-4","","","","","","","","","","ANA ql.","ANA qualitativ"
"75500-9","","","","","","","","","","Triage-Dokumentation","Triage-Dokumentation"
"76070-2","","","","","","","","","","Adenovirus-DNA /NP PCR","Adenovirus-DNA ql. /NP PCR"
"76089-2","","","","","","","","","","RSV-RNA /NP PCR","RSV-RNA /Nasopharyngealsekret PCR"
"7920-2","","","","","","","","","","Infuenza-A Antikörper quantitativ","Infuenza-A Antikörper quantitativ"
"7931-9","","","","","","","","","","Haemophilus Influenzae B Antikörper quantitativ","Haemophilus Influenzae B Antikörper quantitativ"
"8013-5","","","","","","","","","","Röteln Antikörper quantitativ","Röteln Antikörper quantitativ"
"8046-5","","","","","","","","","","Varizellen Antikörper quantitativ","Varizellen Antikörper quantitativ"
"39156-5","","","","","","","","","","Body-Mass-Index (BMI)","Body-Mass-Index (BMI)"
"41005-0","","","","","","","","","","Coronavirus NL63 RNA ql. /SM PCR","Coronavirus NL63 RNA ql. /Sondermaterial PCR"
"41763-4","","","","","","","","","","Röteln-IgG-Antikörper Titer","Röteln-IgG-Antikörper Titer"
"31254-6","","","","","","","","","","BM-IgG-AK","BM-IgG-Antikörper"
"31625-7","","","","","","","","","","SS-A/Ro-IgG-AK ql.","SS-A/Ro-IgG-Antikörper qualitativ"
"31588-7","","","","","","","","","","RNP-IgG-AK","RNP-IgG-Antikörper"
"33535-6","","","","","","","","","","Influenza A/B-Antigen /NP","Influenza-A/B-Antigen /Nasopharyngealsekret"
"32284-2","","","","","","","","","","Polyoma (BK) Virus PCR","Polyoma (BK) Virus PCR"
"81982-1","","","","","","","","","","IgE f352 Erdnusskomponente RAST","IgE f352 Erdnusskomponente (rAra h8) RAST"
"81990-4","","","","","","","","","","IgE f422 Erdnusskomponente RAST","IgE f422 Erdnusskomponente (rAra h1) RAST"
"50538-8","","","","","","","","","","TSH Abnahme 6","TSH Abnahme 6"
"50539-6","","","","","","","","","","TSH Abnahme 7","TSH Abnahme 7"
"50540-4","","","","","","","","","","TSH Abnahme 8","TSH Abnahme 8"
"50541-2","","","","","","","","","","TSH 20min (TRH-Test)","TSH 20 min (TRH-Test)"
"50542-0","","","","","","","","","","EDDP /U","EDDP /Urin"
"50543-8","","","","","","","","","","Trizykl.Antidepr. /U","Trizyklische Antidepressiva /Urin"
"50544-6","","","","","","","","","","Everolimus","Everolimus"
"6107-7","","","","","","","","","","IgE f75 Eigelb","Eigelb IgE"
"6108-5","","","","","","","","","","IgE t205 Holunder","IgE t205 Holunder"
"6109-3","","","","","","","","","","IgE t8 Ulme","IgE t8 Ulme"
"6110-1","","","","","","","","","","IgE w9 Spitzwegerich","Spitzwegerich Pollen IgE"
"6111-9","","","","","","","","","","IgE m14 Epicoccum purpurascens","IgE m14 Epicoccum purpurascens"
"64974-9","","","","","","","","","","IgE e227 Pferdekomponente, Lipocalin (rEqu c1)","Pferd Equc1 IgE Qn"
"64975-6","","","","","","","","","","IgE e94 Katzenkomponente (rFel d1)","Katze rFel d 1 IgE Qn"
"64976-4","","","","","","","","","","IgE e228 Katzenkomponente (rFel d4)","Katze rFel d 4 IgE Qn"
"64977-2","","","","","","","","","","IgE Alternaria Alta6","Schimmelpilz rAlt a 6 IgE Qn"
"64978-0","","","","","","","","","","IgE Cladospor.Clah8","Schimmelpilz rCla h 8 IgE Qn"
"66878-0","","","","","","","","","","Haut-AK Ti.","Haut-Antikörper Titer"
"6706-6","","","","","","","","","","Bupropion","Bupropion"
"6709-0","","","","","","","","","","Methylhippursäure /U","Methylhippursäure /Urin"
"6712-4","","","","","","","","","","IgE c5 Ampicilloyl","Ampicilloyl IgE"
"6713-2","","","","","","","","","","ASCA IgG","ASCA(Saccharomyces cerevisiae-Antikö.) IgG"
"67151-1","","","","","","","","","","Troponin T-hs","Troponin T high sensitive"
"64979-8","","","","","","","","","","IgE Vorratsmilbe Bl5","Vorratsmilbe Blot5 IgE Qn"
"64980-6","","","","","","","","","","IgE Hausstaubm.Derf2","Hausstaubmilbe rDer f 2 IgE Qn"
"64981-4","","","","","","","","","","IgE Vorratsmil.Lepd2","Vorratsmilbe Lepd2 IgE Qn"
"64982-2","","","","","","","","","","IgE D.Küchensch.Blg1","Deutsche Küchenschabe rBla g 1 IgE Qn"
"64983-0","","","","","","","","","","IgE D.Küchensch.Blg2","Deutsche Küchenschabe rBla g 2 IgE Qn"
"61124-4","","","","","","","","","","Neutrophile [Leuko] /SM","Neutrophile [Leuko] /Sondermaterial"
"61125-1","","","","","","","","","","Monozyten/KM [Leuko] /SM","Monozyten/KM [Leuko] /Sondermaterial"
"61126-9","","","","","","","","","","Blasten/KM [Leuko] /SM","Blasten/KM [Leuko] /Sondermaterial"
"6112-7","","","","","","","","","","IgE k78 Äthylenoxid","Äthylenoxid IgE"
"50550-3","","","","","","","","","","Malondialdehyd, fr.","Malondialdehyd, freies"
"5056-7","","","","","","","","","","BM-AK ql.IF","BM-Antikörper qual IF"
"50605-5","","","","","","","","","","H2 0M (Sorb.Atemt.)","H2 0 min (Sorbit-Atemtest)"
"50609-7","","","","","","","","","","Nitroblautetrazolium-Test /B","Nitroblautetrazolium-Test /Blut"
"50621-2","","","","","","","","","","Chorea Huntingt.Mut.","Chorea Huntington Mutationsanalyse"
"59203-0","","","","","","","","","","Adenin/Kreatinin-Ratio /U","Adenin/Kreatinin-Ratio /Urin"
"59210-5","","","","","","","","","","Inosin/Kreatinin-Ratio /U","Inosin/Kreatinin-Ratio /Urin"
"54227-4","","","","","","","","","","Ak. Lymphompanel FC","Akutes Lymphompanel Flowzytometrie"
"55235-6","","","","","","","","","","Hämoglobin-Genvarianten-Panel","Hämoglobin-Genvarianten-Panel"
"8085-3","","","","","","","","","","p-ANCA","p-ANCA"
"81727-0","","","","","","","","","","M2-3E AK IB ql.","M2-3E Antikörper IB qual."
"81732-0","","","","","","","","","","PM-Scl-100-AK ql.","PM-Scl-100-Antikörper qualitativ"
"82022-5","","","","","","","","","","IgE o215 Galactose-alpha-1,3 Galactose RAST","IgE o215 Galactose-alpha-1,3 Galactose RAST"
"8084-6","","","","","","","","","","c-ANCA","c-ANCA"
"81146-3","","","","","","","","","","CYP3A4/A5 Genotypisierung","CYP3A4/A5 Genotypisierung"
"81733-8","","","","","","","","","","PM-Scl-75-AK ql.","PM-Scl-75-Antikörper qualitativ"
"82915-0","","","","","","","","","","Fibrillarin IgG-AK ql.","Fibrillarin IgG-Antikörper qualitiativ"
"72506-9","","","","","","","","","","MDR1 (ABCB1) Gen Polymrophismus (C3435T)","MDR1 (ABCB1) Gen Polymrophismus (C3435T)"
"74134-8","","","","","","","","","","Retigabin (Ezogabin)","Retigabin (Ezogabin)"
"74226-2","","","","","","","","","","Kommentar Plasmazellen /KM","Kommentar Plasmazellen /Knochenmark"
"74230-4","","","","","","","","","","Kommentar Lymphozyten /KM","Kommentar Lymphozyten /Knochemmark"
"75497-8","","","","","","","","","","Telemedizin Fortschrittbericht","Telemedizin Fortschrittbericht"
"57831-0","","","","","","","","","","Antrag auf Anschlussheilverfahren","Antrag auf Anschlussheilverfahren"
"587-6","","","","","","","","","","Helicobacter pylori ql. Kultur /SM","Helicobacter pylori ql. Kultur /SM"
"5812-3","","","","","","","","","","Sulfonamidkristalle /US","Sulfonamidkristalle /Urinsediment"
"5838-8","","","","","","","","","","CMV ql. Kultur /SM","CMV qualitativ Kultur /Sondermaterial"
"58436-7","","","","","","","","","","Zylinder Typ /US","Zylinder Typ /Urinsediment"
"58437-5","","","","","","","","","","Mikroorganismen /US","Mikroorganismen /Urinsediment"
"5843-8","","","","","","","","","","Enterovirus Kultur /SM","Enterovirus Kultur /Sondermaterial"
"58438-3","","","","","","","","","","Zellen /US","Zellen /Urinsediment"
"30122-6","","","","","","","","","","Aeromonas spp. ql. Kultur /SM","Aeromonas spp. qualitativ Kultur /Sondermaterial"
"30338-8","","","","","","","","","","Anaplasma phagocytophilum AK Titer","Anaplasma phagocytophilum Antikörper Titer"
"30412-1","","","","","","","","","","Abnorme Lymphozyten abs.","Abnorme Lymphozyten absolut"
"3089-0","","","","","","","","","","Harnsäure/Kreatinin-Ratio /U","Harnsäure/Kreatinin-Ratio /Urin"
"3141-9","","","","","","","","","","Körpergewicht","Körpergewicht"
"3196-3","","","","","","","","","","Faktor VII Inhibitor","Faktor VII Inhibitor"
"31999-6","","","","","","","","","","Breite Zylinder /US","Breite Zylinder /Urinsediment"
"69935-5","","","","","","","","","","Mycoplasma genitalium DNA ql. /SM PCR","Mycoplasma genitalium DNA ql. /Sondermaterial PCR"
"69938-9","","","","","","","","","","Astrovirus RNA ql. /SM PCR","Astrovirus RNA qualitativ /Sondermaterial PCR"
"69962-9","","","","","","","","","","RSV-AK IgM ql.","RSV-Antikörper IgM qualitativ"
"70011-2","","","","","","","","","","Enterovirus-AK IgG ql.","Enterovirus-Antikörper IgG qualitativ"
"70013-8","","","","","","","","","","Coxsackievirus-AK IgG ql.","Coxsackievirus-Antikörper IgG qualitativ"
"41406-0","","","","","","","","","","Meropenem","Meropenem"
"42204-8","","","","","","","","","","Haarzellen abs. /KM","Haarzellen absolut /Knochenmark"
"40946-6","","","","","","","","","","Yersinia enterocolitica AK IgG ql.","Yersinia enterocolitica Antikörper IgG qualitativ"
"40991-2","","","","","","","","","","Rhino-/Enterovirus RNA ql. /SM PCR","Rhino-/Enterovirus RNA ql. /Sondermaterial PCR"
"59199-0","","","","","","","","","","Deoxyadenosin/Kreatinin-Ratio /U","Deoxyadenosin/Kreatinin-Ratio /Urin"
"59201-4","","","","","","","","","","Deoxyguanosin/Kreatinin-Ratio /U","Deoxyguanosin/Kreatinin-Ratio /Urin"
"59215-4","","","","","","","","","","Thymidin/Kreatinin-Ratio /U","Thymidin/Kreatinin-Ratio /Urin"
"70072-4","","","","","","","","","","Amyloid Beta 40 Peptid /L","Amyloid Beta 40 Peptid /Liquor"
"74281-7","","","","","","","","","","M.tuberculosis stim. IFN-G Spot-Test /Blut","M.tuberculosis stim. IFN-G Spot-Test /Blut"
"75160-2","","","","","","","","","","Adenosin/Kreatinin-Ratio /U","Adenosin/Kreatinin-Ratio /Urin"
"74822-8","","","","","","","","","","Clostridium difficile Toxin-B-Gen /ST ql. PCR","Clostridium difficile Toxin-B-Gen /Stuhl ql. PCR"
"78691-3","","","","","","","","","","Guanosin/Kreatinin-Ratio /U","Guanosin/Kreatinin-Ratio /Urin"
"78690-5","","","","","","","","","","5-Hydroxymethyluracil/Kreatinin-Ratio /U","5-Hydroxymethyluracil/Kreatinin-Ratio /Urin"
"16483-0","","","","","","","","","","Borrelia hermsii ql. Kultur /SM","Borrelia hermsii ql. Kultur /SM"
"16291-7","","","","","","","","","","Herpes simplex Virus 1 ql. Kultur /SM","Herpes simplex Virus 1 qualitativ Kultur /SM"
"16676-9","","","","","","","","","","Corynebacterium diphtheriae ql. Kultur /SM","Corynebacterium diphtheriae ql. Kultur /SM"
"17123-1","","","","","","","","","","B-Zellen (Lambda+) relativ","B-Zellen (Lambda+) relativ"
"80685-1","","","","","","","","","","Clostridium difficile bin. Toxin-Gene /ST ql. PCR","Clostridium difficile bin. Toxin-Gene /ST ql. PCR"
"6752-0","","","","","","","","","","Glucose 3,5 h","Glucose 3,5 h"
"79677-1","","","","","","","","","","Kommentar Purine und Pyrimidine /U","Kommentar Purine und Pyrimidine /Urin"
"43837-4","","","","","","","","","","Influenza A-AK IgG ql.","Influenza A-Antikörper IgG qualitativ"
"43838-2","","","","","","","","","","Influenza A-AK IgM ql.","Influenza A-Antikörper IgM qualitativ"
"81999-5","","","","","","","","","","IgE f433 Weizenkomponente RAST","Weizen Tria14 IgE RAST"
"72257-9","","","","","","","","","","Plättchenfunktion","Plättchenfunktion"
"87755-5","","","","","","","","","","Clostridium diff. DNA (RT-027-Stamm) /ST ql. PCR","Clostridium diff. DNA (RT-027-Stamm) /ST ql. PCR"
"9407-8","","","","","","","","","","Alpha-1-Antitrypsin /ST","Alpha-1-Antitrypsin /ST"
"82184-3","","","","","","","","","","Listeria monocytogenes DNA /Liquor PCR","Listeria monocytogenes DNA /Liquor PCR"
"82181-9","","","","","","","","","","Cryptococcus gattii+neoformans DNA ql. /L PCR","Cryptococcus gattii+neoformans DNA ql. /Liquor PCR"
"16134-9","","","","","","","","","","Neisseria meningitidis ql. Kultur /SM","Neisseria meningitidis ql. Kultur /SM"
"82187-6","","","","","","","","","","Streptococcus pneumoniae DNA /Liquor PCR","Streptococcus pneumoniae DNA /Liquor PCR"
"16796-5","","","","","","","","","","Echovirus AK","Echovirus Antikörper"
"16927-6","","","","","","","","","","Haemophilus influenzae B AK IgG","Haemophilus influenzae B Antikörper IgG"
"17122-3","","","","","","","","","","B-Zellen (Kappa+) relativ","B-Zellen (Kappa+) relativ"
"17136-3","","","","","","","","","","HLA-DR Zellen relativ","HLA-DR Zellen relativ"
"17563-8","","","","","","","","","","Salmonella spp. Kultur /SM","Salmonella spp. Kultur /Sondermaterial"
"17530-7","","","","","","","","","","Retrovirus Kultur /SM","Retrovirus Kultur /Sondermaterial"
"17570-3","","","","","","","","","","Scl-70 IgG-AK ql.","Scl-70 IgG-Antikörper qualitativ"
